Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Fenugreek Curry, Fish Cutlets, Garlic curry","Red Rice with Fenugreek Curry, Fish Cutlets, Garlic curry","Red rice, Fenugreek,  Coconut milk,  Chillies, Fish,  Potatoes, Garlic,  chillies,  curry leaves ","120.0, 150.0, 95.0, 50.0, 60.0, 100.0, 50.0, 10.0, 5.0","SLA009, SLK010,  SLI005, SLK002, SLF034,  SLB006,  SLK002, SLK011, SLI005, SLK009"
Red Rice,"Sesame Seed Sambol, Beef Curry, Cauliflower Pickle","Red Rice with Sesame Seed Sambol, Beef Curry, Cauliflower Pickle","Red rice, Sesame seed,  Chili,  Onion, Beef,  Coconut milk,  Chillies, Cauliflower,  Oil,  Garlic","120.0, 150.0, 75.0, 30.0, 120.0, 50.0, 20.0, 100.0, 50.0, 20.0","SLA009, SLI023, SLK002,  SLD060, SLH016,  SLI005, SLD031, SLJ002, SLK011"
Red Rice,"Bathala Curry, Papaya Curry, Tapioca Chips","Red Rice with Bathala Curry, Papaya Curry, Tapioca Chips","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Papaya, Tapioca,  Oil,  Salt,  chillies","120.0, 150.0, 110.0, 35.0, 9.0, 100.0, 50.0, 20.0, 10.0, 10.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLE038, SLI006, SLK004, SLB011,  SLJ002,  SLK002"
Red Rice,"Chicken Curry, Malu Mirisata, Mango Chutney","Red Rice with Chicken Curry, Malu Mirisata, Mango Chutney","Red rice, Chicken,  Coconut milk,  Spices, Fish,  Chili,  curry leaves, Mango,  Vinegar,  sugar","120.0, 120.0, 30.0, 15.0, 100.0, 20.0, 6.0, 40.0, 10.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLF013, SLK002, SLK009, SLE030, SLI017, SLI011"
Red Rice,"Bean Curry, Brinjal Moju, Polos Mallum","Red Rice with Bean Curry, Brinjal Moju, Polos Mallum","Red rice, Beans,  Coconut milk,  Spices, Eggplant,  Vinegar, Jackfruit,  Coconut,  oil","120.0, 90.0, 120.0, 150.0, 60.0, 80.0, 50.0, 30.0, 5.0","SLA009, SLD006, SLI005, SLK006, SLD019,  SLI017,  SLK006, SLE024, SLJ002"
Red Rice,"Carrot Curry, Pineapple Curry, Collard Greens Curry","Red Rice with Carrot Curry, Pineapple Curry, Collard Greens Curry","Red rice, Carrot,  Coconut milk,  Spices, Pineapple, Collard greens,  Chillies","120.0, 150.0, 135.0, 35.0, 100.0, 50.0, 10.0","SLA009, SLB002, SLI005, SLK006, SLE041, SLI024,  SLI005,  SLK002"
Red Rice,"Potato Curry, Mango Curry, Vegetable Cutlets","Red Rice with Potato Curry, Mango Curry, Vegetable Cutlets","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Mango, Carrot,  Potatoes,  Chillies","120.0, 60.0, 140.0, 50.0, 15.0, 6.0, 100.0, 30.0, 40.0, 10.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLE030, SLB002,  SLB006,  SLK002"
Red Rice,"Spinach Curry, Bitter Leaf Curry, Beetroot curry","Red Rice with Spinach Curry, Bitter Leaf Curry, Beetroot curry","Red rice, Spinach,  Coconut milk,  Spices, Bitter leaves,  Chillies, Beetroot,  chillies, curry leaves","120.0, 90.0, 200.0, 90.0, 100.0, 20.0, 70.0, 10.0, 10.0","SLA009, SLI022,  SLI005, SLK006, SLD013, SLI005, SLK002, SLB001, SLK009"
Red Rice,"Seer Fish Curry, Beef Curry, Indian Fish Curry","Red Rice with Seer Fish Curry, Beef Curry, Indian Fish Curry","Red rice, Seer fish,  Coconut milk,  Chillies, Beef, Fish,  chillies","120.0, 150.0, 155.0, 50.0, 120.0, 60.0, 10.0","SLA009, SLF025,  SLI005, SLK002, SLH016, SLF034, SLI005"
Red Rice,"Green Gram Curry, Cuttlefish Curry, Vegetable Cutlets","Red Rice with Green Gram Curry, Cuttlefish Curry, Vegetable Cutlets","Red rice, Green gram,  Coconut milk,  Spices, Cuttlefish, Carrot,  Potatoes,  Chillies","120.0, 150.0, 125.0, 50.0, 100.0, 30.0, 40.0, 10.0","SLA009, SLC006, SLI005, SLK006, SLK007, SLB002,  SLB006,  SLK002"
Red Rice,"Ginger Chicken, Carrot Sambol, Coconut Sambol","Red Rice with Ginger Chicken, Carrot Sambol, Coconut Sambol","Red rice, Chicken,  Ginger,  Chillies, Carrot,  Coconut,  pepper, Coconut,  Chili,  Onion","120.0, 150.0, 75.0, 30.0, 100.0, 20.0, 10.0, 50.0, 15.0, 20.0","SLA009, SLH006, SLK012, SLK002, SLB002,  SLI005,  SLK018, SLI005,  SLK002, SLD060"
Red Rice,"Eggplant Curry, Thalapath Fish Curry, Octopus Curry","Red Rice with Eggplant Curry, Thalapath Fish Curry, Octopus Curry","Red rice, Eggplant,  Spices,  Coconut milk, Thalapath fish, Octopus,  Chillies","120.0, 90.0, 26.0, 105.0, 100.0, 50.0, 10.0","SLA009, SLD019, SLK006, SLI005, , SLF019, SLF042,  SLI005, SLK002"
Red Rice,"Ash Plantain Curry, Collard Greens Curry, Coriander Sambol","Red Rice with Ash Plantain Curry, Collard Greens Curry, Coriander Sambol","Red rice, Ash plantain,  Coconut milk,  Chillies, Collard greens, Coriander,  Coconut,  pepper","120.0, 150.0, 125.0, 50.0, 100.0, 60.0, 30.0, 5.0","SLA009, SLD005, SLI005, SLK004, SLI024,  SLI005,  SLK002, SLK006, SLK018"
Red Rice,"Ash Plantain Curry, Carrot Sambol, Chickpea Salad","Red Rice with Ash Plantain Curry, Carrot Sambol, Chickpea Salad","Red rice, Ash plantain,  Coconut milk,  Chillies, Carrot,  Coconut,  pepper, Chickpeas,  Carrot,  Cabbage","120.0, 150.0, 75.0, 30.0, 100.0, 20.0, 10.0, 60.0, 30.0, 30.0","SLA009, SLD005, SLI005, SLK004, SLB002,  SLI005,  SLK018, SLI013, SLD021"
Red Rice,"Ala Badun, Bitter Leaf Curry, Mango Chutney","Red Rice with Ala Badun, Bitter Leaf Curry, Mango Chutney","Red rice, Potato,  Oil, onion, chilli, Bitter leaves,  Coconut milk,  Chillies, Mango,  Vinegar,  sugar","120.0, 120.0, 30.0, 90.0, 15.0, 100.0, 50.0, 20.0, 40.0, 10.0, 10.0","SLA009, SLB006, SLJ002, SLD060, SLK006, SLD013, SLI005, SLK002, SLE030, SLI017, SLI011"
Red Rice,"Chicken Curry, Beetroot curry, Fish Curry","Red Rice with Chicken Curry, Beetroot curry, Fish Curry","Red rice, Chicken,  Coconut milk,  Spices, Beetroot,  chillies, curry leaves, Fish","120.0, 120.0, 110.0, 18.0, 140.0, 20.0, 22.0, 50.0","SLA009, SLH006, SLI005, SLK006, SLB001, SLK002, SLK009, SLF013"
Red Rice,"Murunga Curry, Leeks Curry, Ginger Chicken","Red Rice with Murunga Curry, Leeks Curry, Ginger Chicken","Red rice, Drumstick,  Coconut milk,  Spices, Leeks,  Chillies, Chicken,  Ginger","120.0, 150.0, 125.0, 30.0, 100.0, 30.0, 50.0, 25.0","SLA009, SLD041, SLI006, SLK006, SLD055,  SLI005, SLK002, SLH006, SLK012"
Red Rice,"Green Banana Curry, Mint Sambol, Polos Mallum","Red Rice with Green Banana Curry, Mint Sambol, Polos Mallum","Red rice, Green banana,  Coconut milk,  Chillies, Mint,  Coconut,  pepper, Jackfruit,  oil","120.0, 150.0, 75.0, 30.0, 120.0, 90.0, 10.0, 50.0, 5.0","SLA009, SLD065,  SLI005, SLK002, SLI020, SLK018, SLE024, SLI005, SLJ002"
Red Rice,"Green Pea Curry, Leeks Curry, Prawn Curry","Red Rice with Green Pea Curry, Leeks Curry, Prawn Curry","Red rice, Green pea,  Coconut milk,  Chillies, Leeks, Prawn","120.0, 150.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLC007,  SLI005, SLK002, SLD055, SLF043"
Red Rice,"Leeks Curry, potatoe cheese Balls, Fish Curry","Red Rice with Leeks Curry, potatoe cheese Balls, Fish Curry","Red rice, Leeks,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper, Fish,  Spices, curry leaves","120.0, 150.0, 95.0, 30.0, 60.0, 120.0, 20.0, 50.0, 3.0, 2.0","SLA009, SLD055,  SLI005, SLK002, SLG002,  SLB006,  SLK018, SLF013, SLI005, SLK006, SLK009"
Red Rice,"Devilled Chicken, Sesame Seed Sambol, Garlic curry, Tender Jackfruit Fry","Red Rice with Devilled Chicken, Sesame Seed Sambol, Garlic curry, Tender Jackfruit Fry","Red rice, Chicken,  Chili,  Curry leaves, Onion, Sesame seed,  Onion, Garlic,  Coconut milk,  chillies,  curry leaves , Jackfruit,  Oil","160.0, 200.0, 95.0, 40.0, 80.0, 150.0, 30.0, 100.0, 40.0, 20.0, 10.0, 90.0, 20.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLI023,  SLD060, SLK011, SLI005, SLD049, SLJ002"
Red Rice,"Pol Sambol, Ash Plantain Curry, Sweet Corn Curry, Dry Fish Curry","Red Rice with Pol Sambol, Ash Plantain Curry, Sweet Corn Curry, Dry Fish Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Ash plantain,  Coconut milk,  Chillies, Sweet corn, Dry fish","160.0, 200.0, 20.0, 40.0, 12.0, 12.0, 150.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD005, SLK004, SLD037,  SLI005 , SLF020,  SLI005,  SLK002"
Red Rice,"Mustard Greens Curry, Pineapple Pickle, Seeni Sambol, Kappa Masala","Red Rice with Mustard Greens Curry, Pineapple Pickle, Seeni Sambol, Kappa Masala","Red rice, Mustard greens,  Coconut milk,  Chillies, Pineapple,  pepper,  salt, Onion,  Sugar,  chillii, Cassava,  Coconut","160.0, 200.0, 100.0, 40.0, 150.0, 30.0, 15.0, 100.0, 10.0, 10.0, 60.0, 25.0","SLA009, SLI025,  SLI005,  SLK002, SLE041,  SLK018, SLD060, SLI011, SLK002, SLI014, SLI005"
Red Rice,"Bathala Curry, Pineapple Curry, Cucumber Sambol, Indian Fish Curry","Red Rice with Bathala Curry, Pineapple Curry, Cucumber Sambol, Indian Fish Curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Pineapple, Cucumber,  Coconut,  pepper, Fish,  chillies","160.0, 200.0, 185.0, 50.0, 12.0, 150.0, 120.0, 60.0, 10.0, 60.0, 10.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLE041, SLD038,  SLK018, SLF034, SLK002"
Red Rice,"Devilled Chicken, Pumpkin Leaves Curry, Ginger Chicken, Prawn Curry","Red Rice with Devilled Chicken, Pumpkin Leaves Curry, Ginger Chicken, Prawn Curry","Red rice, Chicken,  Chili,  Curry leaves, Onion, Pumpkin leaves,  Coconut milk,  Chillies,  Ginger, Prawn","160.0, 300.0, 20.0, 40.0, 80.0, 150.0, 100.0, 60.0, 50.0, 50.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLI026,  SLI005, SLK012, SLF043"
Red Rice,"Gotu Kola Sambol, Seer Fish Curry, Beetroot curry, Tender Jackfruit Fry","Red Rice with Gotu Kola Sambol, Seer Fish Curry, Beetroot curry, Tender Jackfruit Fry","Red rice, Gotu Kola,  Coconut,  Onion, Seer fish,  Coconut milk,  Chillies, Beetroot,  chillies, curry leaves, Jackfruit,  Oil","160.0, 40.0, 60.0, 60.0, 150.0, 135.0, 30.0, 140.0, 20.0, 20.0, 90.0, 20.0","SLA009, SLD048, SLI005, SLD060, SLF025,  SLI005, SLK002, SLB001, SLK009, SLD049, SLJ002"
Red Rice,"Sesame Seed Sambol, Vegetable Cutlets, Vegetable Balls, Coconut Sambol","Red Rice with Sesame Seed Sambol, Vegetable Cutlets, Vegetable Balls, Coconut Sambol","Red rice, Sesame seed,  Chili,  Onion, Carrot,  Potatoes,  Chillies,  leeks,  Jackfruit,  pepper, Coconut","160.0, 200.0, 100.0, 40.0, 150.0, 170.0, 30.0, 100.0, 20.0, 15.0, 20.0","SLA009, SLI023, SLK002,  SLD060, SLB002,  SLB006,  SLK002,  SLD055,  SLD049,  SLK018, SLI005, SLD060"
Red Rice,"Green Gram Curry, Soya Meat Curry, Kohila Curry, Egg Curry","Red Rice with Green Gram Curry, Soya Meat Curry, Kohila Curry, Egg Curry","Red rice, Green gram,  Coconut milk,  Spices, Soya meat,  Chillies, Kohila, Egg","160.0, 200.0, 250.0, 40.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLC006, SLI005, SLK006, SLK008, SLK004, SLB004,  SLI005, SLK002, SLH001"
Red Rice,"Gotu Kola Sambol, Vegetable Cutlets, Cucumber Sambol, Jackfruit Mallum","Red Rice with Gotu Kola Sambol, Vegetable Cutlets, Cucumber Sambol, Jackfruit Mallum","Red rice, Gotu Kola,  Coconut,  Onion, Carrot,  Potatoes,  Chillies, Cucumber,  pepper, Jackfruit","160.0, 40.0, 150.0, 60.0, 90.0, 120.0, 30.0, 120.0, 10.0, 60.0","SLA009, SLD048, SLI005, SLD060, SLB002,  SLB006,  SLK002, SLD038,  SLK018, SLD049"
Red Rice,"Jackfruit Curry, Devilled Chicken, Brinjal Moju, Cauliflower Pickle","Red Rice with Jackfruit Curry, Devilled Chicken, Brinjal Moju, Cauliflower Pickle","Red rice, Jackfruit,  Coconut milk, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Eggplant,  Vinegar,  Spices, Cauliflower,  Oil,  Garlic","160.0, 60.0, 40.0, 20.0, 150.0, 15.0, 30.0, 60.0, 60.0, 80.0, 60.0, 100.0, 50.0, 20.0","SLA009, SLD049, SLI005, SLK009, SLH006, SLK002, SLD060, SLD019,  SLI017,  SLK006, SLD031, SLJ002, SLK011"
Red Rice,"Elumas Curry, Brinjal Moju, Green Gram Curry, Indian Fish Curry","Red Rice with Elumas Curry, Brinjal Moju, Green Gram Curry, Indian Fish Curry","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Eggplant,  Vinegar, Green gram, Fish,  chillies","160.0, 200.0, 160.0, 130.0, 8.0, 90.0, 120.0, 100.0, 60.0, 10.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLD019,  SLI017,  SLK006, SLC006, SLF034, SLK002"
Red Rice,"Potato Curry, Bean Curry, Spicy Crab, Polos Ambula","Red Rice with Potato Curry, Bean Curry, Spicy Crab, Polos Ambula","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Beans, Crab,  Oil,  chillies, Jackfruit,  coconut milk,  curry leaves","160.0, 80.0, 240.0, 130.0, 20.0, 8.0, 90.0, 140.0, 40.0, 30.0, 80.0, 30.0, 10.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLD006, SLF045, SLJ002, SLK002, SLD049"
Red Rice,"Chicken Curry, Malu Mirisata, Bottle Gourd Curry, Green Banana Curry","Red Rice with Chicken Curry, Malu Mirisata, Bottle Gourd Curry, Green Banana Curry","Red rice, Chicken,  Coconut milk,  Spices, Fish,  Chili,  curry leaves, Bottle gourd,  Chillies, Green banana","160.0, 160.0, 115.0, 20.0, 150.0, 30.0, 9.0, 100.0, 30.0, 50.0","SLA009, SLH006, SLI005, SLK006, SLF013, SLK002, SLK009, SLD015, SLD065,  SLI005"
Red Rice,"Beetroot Curry, Green Gram Curry, Papaya Curry, potatoe cheese Balls","Red Rice with Beetroot Curry, Green Gram Curry, Papaya Curry, potatoe cheese Balls","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Green gram, Papaya, cheese,  Potatoes,  pepper","160.0, 120.0, 205.0, 70.0, 8.0, 150.0, 100.0, 30.0, 60.0, 10.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLC006, SLE038, SLI006, SLK004, SLG002,  SLB006,  SLK018"
Red Rice,"Banana Blossom Curry, Murunga Curry, Ash Plantain Curry, Sinhala Achcharu","Red Rice with Banana Blossom Curry, Murunga Curry, Ash Plantain Curry, Sinhala Achcharu","Red rice, Banana blossom,  Coconut milk,  Spices, Drumstick, Ash plantain,  Chillies, Carrot,  onion,  green chillies,  Vinegar","160.0, 80.0, 165.0, 50.0, 150.0, 100.0, 20.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLD065, SLI005, SLK006, SLD041, SLI006, SLD005, SLK004, SLB002, SLD060, SLK002, SLI017"
Red Rice,"Murunga Curry, Green Banana Curry, Octopus Curry, Coriander Sambol","Red Rice with Murunga Curry, Green Banana Curry, Octopus Curry, Coriander Sambol","Red rice, Drumstick,  Coconut milk,  Spices, Green banana,  Chillies, Octopus, Coriander,  Coconut,  pepper","160.0, 200.0, 225.0, 40.0, 150.0, 50.0, 100.0, 60.0, 30.0, 5.0","SLA009, SLD041, SLI006, SLK006, SLD065,  SLI005, SLK002, SLF042, SLI005, SLK018"
Red Rice,"Devilled Chicken, Green Pea Curry, Tender Jackfruit Fry, Jackfruit Mallum","Red Rice with Devilled Chicken, Green Pea Curry, Tender Jackfruit Fry, Jackfruit Mallum","Red rice, Chicken,  Chili,  Curry leaves, Onion, Green pea,  Coconut milk,  Chillies, Jackfruit,  Oil,  Coconut","160.0, 200.0, 20.0, 40.0, 80.0, 150.0, 75.0, 30.0, 240.0, 40.0, 30.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLC007,  SLI005, SLD049, SLJ002, SLI005"
Red Rice,"Gotu Kola Sambol, Kohila Curry, Carrot Sambol, Pineapple Pickle","Red Rice with Gotu Kola Sambol, Kohila Curry, Carrot Sambol, Pineapple Pickle","Red rice, Gotu Kola,  Coconut,  Onion, Kohila,  Coconut milk,  Chillies, Carrot,  pepper, Pineapple,  salt","160.0, 40.0, 80.0, 60.0, 150.0, 75.0, 30.0, 100.0, 20.0, 50.0, 5.0","SLA009, SLD048, SLI005, SLD060, SLB004,  SLI005, SLK002, SLB002,  SLK018, SLE041"
Red Rice,"Thalapath Fish Curry, Soya Meat Curry, Jaffna Crab Curry, Seeni Sambol","Red Rice with Thalapath Fish Curry, Soya Meat Curry, Jaffna Crab Curry, Seeni Sambol","Red rice, Thalapath fish,  Coconut milk,  Spices, Soya meat,  Chillies, Crab, Onion,  Sugar,  chillii","160.0, 200.0, 225.0, 40.0, 150.0, 50.0, 100.0, 50.0, 5.0, 5.0","SLA009, SLF019, SLI005, SLK006, SLK008, SLK004, SLF045,  SLI005, SLK002, SLD060, SLI011"
Red Rice,"Dhal Curry, Devilled Fish, Soya Meat Curry, Polos Ambula","Red Rice with Dhal Curry, Devilled Fish, Soya Meat Curry, Polos Ambula","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Fish,  Chili,  Curry leaves, Onion, Soya meat,  Chillies, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 320.0, 90.0, 20.0, 20.0, 150.0, 15.0, 15.0, 60.0, 100.0, 20.0, 80.0, 30.0, 10.0, 10.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLF006, SLK002, SLK009, SLD060, SLK008, SLK004, SLD049"
Red Rice,"Beetroot Curry, Green Banana Curry, Radish Sambol, Carrot curry","Red Rice with Beetroot Curry, Green Banana Curry, Radish Sambol, Carrot curry","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Green banana,  Chillies, Radish,  Coconut,  pepper, Carrot,  chillies","160.0, 120.0, 175.0, 20.0, 13.0, 150.0, 30.0, 120.0, 60.0, 10.0, 50.0, 10.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD065,  SLI005, SLK002, SLB007, SLK018, SLB002"
Red Rice,"Bitter Leaf Curry, Sesame Seed Sambol, Collard Greens Curry, Cucumber Sambol","Red Rice with Bitter Leaf Curry, Sesame Seed Sambol, Collard Greens Curry, Cucumber Sambol","Red rice, Bitter leaves,  Coconut milk,  Chillies, Sesame seed,  Chili,  Onion, Collard greens, Cucumber,  Coconut,  pepper","160.0, 200.0, 150.0, 60.0, 150.0, 75.0, 30.0, 100.0, 60.0, 30.0, 5.0","SLA009, SLD013, SLI005, SLK002, SLI023,  SLD060, SLI024,  SLI005,  SLK002, SLD038,  SLK018"
Red Rice,"Elumas Curry, Bitter Gourd Salad, Okra Curry, Gotu Kola Sambol","Red Rice with Elumas Curry, Bitter Gourd Salad, Okra Curry, Gotu Kola Sambol","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Bitter gourd,  Coconut,  Onion, Okra,  Chillies, Gotu Kola","160.0, 200.0, 130.0, 20.0, 8.0, 150.0, 90.0, 45.0, 100.0, 20.0, 10.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLD013, SLI006, SLD053,  SLI005, SLK002, SLD048, SLD060"
Red Rice,"Cauliflower Pickle, Fish Curry, Shrimp Cutlets, Simmered Fish Roe","Red Rice with Cauliflower Pickle, Fish Curry, Shrimp Cutlets, Simmered Fish Roe","Red rice, Cauliflower,  Oil,  Garlic, Fish,  Coconut milk,  Spices, curry leaves, Shrimp,  Potatoes,  flour,  egg","160.0, 400.0, 230.0, 80.0, 220.0, 60.0, 9.0, 6.0, 60.0, 100.0, 60.0, 10.0","SLA009, SLD031, SLJ002, SLK011, SLF013, SLI005, SLK006, SLK009, SLI015, SLB006, SLA018, SLF054, SLH001"
Red Rice,"Ash Plantain Curry, Gotu Kola Sambol, Fish Curry, Tender Jackfruit Fry","Red Rice with Ash Plantain Curry, Gotu Kola Sambol, Fish Curry, Tender Jackfruit Fry","Red rice, Ash plantain,  Coconut milk,  Chillies, Gotu Kola,  Coconut,  Onion, Fish,  Spices, curry leaves, Jackfruit,  Oil","160.0, 200.0, 140.0, 40.0, 30.0, 45.0, 45.0, 100.0, 6.0, 4.0, 90.0, 20.0","SLA009, SLD005, SLI005, SLK004, SLD048, SLD060, SLF013, SLK006, SLK009, SLD049, SLJ002"
Red Rice,"Snake Gourd Curry, Egg Curry, Fish Curry, Devilled Beef","Red Rice with Snake Gourd Curry, Egg Curry, Fish Curry, Devilled Beef","Red rice, Snake gourd,  Coconut milk,  Spices, Egg,  Chillies, Fish, curry leaves, Beef,  Oil,  chillies","160.0, 200.0, 215.0, 46.0, 150.0, 30.0, 100.0, 4.0, 80.0, 30.0, 5.0","SLA009, SLD077, SLI005, SLK006, SLH001,  SLI005, SLK002, SLF013, SLK009, SLH016, SLJ002"
Red Rice,"Snake Gourd Curry, Seer Fish Curry, Ulundu Wade, Polos Ambula","Red Rice with Snake Gourd Curry, Seer Fish Curry, Ulundu Wade, Polos Ambula","Red rice, Snake gourd,  Coconut milk,  Spices, Seer fish,  Chillies, Urad,  flour,  Oil, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 200.0, 175.0, 40.0, 150.0, 30.0, 60.0, 80.0, 40.0, 80.0, 30.0, 10.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLF025,  SLI005, SLK002, SLI020,  SLA08,  SLJ002, SLD049, SLK009"
Red Rice,"Gotu Kola Sambol, Cashew Curry, Kohila Curry, Devilled Beef","Red Rice with Gotu Kola Sambol, Cashew Curry, Kohila Curry, Devilled Beef","Red rice, Gotu Kola,  Coconut,  Onion, Cashew,  Coconut milk,  Chillies, Kohila, Beef,  Oil,  chillies","160.0, 40.0, 60.0, 60.0, 150.0, 125.0, 50.0, 100.0, 80.0, 30.0, 5.0","SLA009, SLD048, SLI005, SLD060, SLI004,  SLI005, SLK002, SLB004, SLH016, SLJ002"
Red Rice,"Pineapple Curry, Papaya Curry, Vegetable Balls, Tender Jackfruit Fry","Red Rice with Pineapple Curry, Papaya Curry, Vegetable Balls, Tender Jackfruit Fry","Red rice, Pineapple,  Coconut milk,  Spices, Papaya, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","160.0, 200.0, 175.0, 70.0, 150.0, 60.0, 100.0, 20.0, 90.0, 20.0","SLA009, SLE041, SLI005, SLK006, SLE038, SLI006, SLK004, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLD049, SLJ002"
Red Rice,"Cashew Curry, Coconut Sambol, Dhal Vade, Polos Mallum","Red Rice with Cashew Curry, Coconut Sambol, Dhal Vade, Polos Mallum","Red rice, Cashew,  Coconut milk,  Chillies, Coconut,  Chili,  Onion, Lentils,  chillie,  Oil, Jackfruit,  Coconut,  oil","160.0, 200.0, 100.0, 40.0, 150.0, 45.0, 60.0, 100.0, 30.0, 60.0, 50.0, 30.0, 5.0","SLA009, SLI004,  SLI005, SLK002, SLI005,  SLK002, SLD060, SLC009, SLJ002, SLE024"
Red Rice,"Mustard Greens Curry, Coriander Sambol, Mango Chutney, Jackfruit Mallum","Red Rice with Mustard Greens Curry, Coriander Sambol, Mango Chutney, Jackfruit Mallum","Red rice, Mustard greens,  Coconut milk,  Chillies, Coriander,  Coconut,  pepper, Mango,  Vinegar,  sugar, Jackfruit","160.0, 200.0, 100.0, 40.0, 180.0, 120.0, 15.0, 80.0, 20.0, 20.0, 60.0","SLA009, SLI025,  SLI005,  SLK002, SLK006, SLI005, SLK018, SLE030, SLI017, SLI011, SLD049"
Red Rice,"Beetroot Curry, Drumstick Curry, Pineapple Pickle, Shrimp Cutlets","Red Rice with Beetroot Curry, Drumstick Curry, Pineapple Pickle, Shrimp Cutlets","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Drumstick, Pineapple,  pepper,  salt, Shrimp,  Potatoes,  flour","160.0, 120.0, 140.0, 35.0, 8.0, 150.0, 100.0, 20.0, 10.0, 30.0, 50.0, 20.0","SLA009, SLB001, SLI005, SLK006, SLK009, SLD041, SLE041,  SLK018, SLI015, SLB006, SLA018"
Red Rice,"Green Gram Curry, Soya Meat Curry, Green Pea Curry, Ginger Chicken","Red Rice with Green Gram Curry, Soya Meat Curry, Green Pea Curry, Ginger Chicken","Red rice, Green gram,  Coconut milk,  Spices, Soya meat,  Chillies, Green pea, Chicken,  Ginger","160.0, 200.0, 225.0, 40.0, 150.0, 60.0, 100.0, 50.0, 25.0","SLA009, SLC006, SLI005, SLK006, SLK008, SLK004, SLC007,  SLI005, SLK002, SLH006, SLK012"
Red Rice,"Banana Blossom Curry, Spinach Curry, Carrot Sambol, Coconut Sambol","Red Rice with Banana Blossom Curry, Spinach Curry, Carrot Sambol, Coconut Sambol","Red rice, Banana blossom,  Coconut milk,  Spices, Spinach, Carrot,  Coconut,  pepper, Coconut,  Chili,  Onion","160.0, 80.0, 160.0, 110.0, 90.0, 100.0, 20.0, 10.0, 50.0, 15.0, 20.0","SLA009, SLD065, SLI005, SLK006, SLI022,  SLI005, SLB002,  SLK018,  SLK002, SLD060"
Red Rice,"Jackfruit Curry, Mango Curry, Carrot curry, Simmered Fish Roe","Red Rice with Jackfruit Curry, Mango Curry, Carrot curry, Simmered Fish Roe","Red rice, Jackfruit,  Coconut milk, curry leaves, Mango,  Spices, Carrot,  chillies, Fish,  Oil,  flour,  egg","160.0, 60.0, 155.0, 30.0, 150.0, 30.0, 100.0, 20.0, 70.0, 30.0, 20.0, 10.0","SLA009, SLD049, SLI005, SLK009, SLE030, SLK006, SLB002, SLK002, SLF054, SLA018, SLH001"
Red Rice,"Banana Blossom Curry, Ala Badun, Mint Sambol, Kiri Hodi","Red Rice with Banana Blossom Curry, Ala Badun, Mint Sambol, Kiri Hodi","Red rice, Banana blossom,  Coconut milk,  Spices, Potato,  Oil, onion, chilli, Mint,  Coconut,  pepper, Coconut milk","160.0, 80.0, 40.0, 20.0, 120.0, 30.0, 90.0, 15.0, 120.0, 60.0, 10.0, 60.0","SLA009, SLD065, SLI005, SLK006, SLB006, SLJ002, SLD060, SLI020,  SLI005, SLK018"
